date,tm1,ats1,tm2,ou,ml1,ml2,pts1,pts2,tpts,wl1,wl2
2025-03-28,Cleveland Cavaliers,-7.0,Detroit Pistons,232.5,-280,230,122,133,255,0,1
2025-03-28,Charlotte Hornets,5.5,Toronto Raptors,218.0,190,-230,97,108,205,0,1
2025-03-28,LA Clippers,-13.0,Brooklyn Nets,213.5,-750,530,132,100,232,1,0
2025-03-28,New York Knicks,1.5,Milwaukee Bucks,218.5,100,-118,116,107,223,1,0
2025-03-28,Phoenix Suns,7.5,Minnesota Timberwolves,223.5,260,-320,109,124,233,0,1
2025-03-28,Golden State Warriors,-16.0,New Orleans Pelicans,226.5,-1400,830,111,95,206,1,0
2025-03-28,Utah Jazz,19.0,Denver Nuggets,239.0,1400,-3500,93,129,222,0,1
2025-03-29,Sacramento Kings,1.0,Orlando Magic,212.5,100,-118,91,121,212,0,1
2025-03-29,Brooklyn Nets,2.5,Washington Wizards,222.5,120,-142,115,112,227,1,0
2025-03-29,Miami Heat,-8.0,Philadelphia 76ers,215.0,-330,265,118,95,213,1,0
2025-03-29,Indiana Pacers,8.5,Oklahoma City Thunder,233.0,300,-375,111,132,243,0,1
2025-03-29,Dallas Mavericks,3.0,Chicago Bulls,239.5,120,-142,120,119,239,1,0
2025-03-29,Los Angeles Lakers,1.0,Memphis Grizzlies,237.5,-102,-116,134,127,261,1,0
2025-03-29,Boston Celtics,-12.5,San Antonio Spurs,231.0,-670,490,121,111,232,1,0
2025-03-30,LA Clippers,7.0,Cleveland Cavaliers,230.5,220,-270,122,127,249,0,1
2025-03-30,Portland Trail Blazers,7.0,New York Knicks,219.5,220,-275,93,110,203,0,1
2025-03-30,Charlotte Hornets,2.5,New Orleans Pelicans,213.0,112,-132,94,98,192,0,1
2025-03-30,Atlanta Hawks,4.0,Milwaukee Bucks,235.5,152,-180,145,124,269,1,0
2025-03-30,Detroit Pistons,7.5,Minnesota Timberwolves,225.0,245,-300,104,123,227,0,1
2025-03-30,Golden State Warriors,-11.5,San Antonio Spurs,231.5,-560,420,148,106,254,1,0
2025-03-30,Toronto Raptors,-6.0,Philadelphia 76ers,224.0,-250,205,127,109,236,1,0
2025-03-30,Houston Rockets,-2.5,Phoenix Suns,220.5,-138,118,148,109,257,1,0
2025-03-31,Utah Jazz,4.5,Charlotte Hornets,222.5,150,-178,106,110,216,0,1
2025-03-31,Miami Heat,-9.5,Washington Wizards,214.5,-450,350,120,94,214,1,0
2025-03-31,Sacramento Kings,4.0,Indiana Pacers,234.0,138,-164,109,111,220,0,1
2025-03-31,LA Clippers,-3.0,Orlando Magic,212.0,-144,122,96,87,183,1,0
2025-03-31,Boston Celtics,-4.0,Memphis Grizzlies,236.0,-164,138,117,103,220,1,0
2025-03-31,Chicago Bulls,15.0,Oklahoma City Thunder,240.5,700,-1100,117,145,262,0,1
2025-03-31,Brooklyn Nets,10.0,Dallas Mavericks,219.5,340,-430,113,109,222,1,0
2025-03-31,Houston Rockets,4.0,Los Angeles Lakers,226.5,162,-194,98,104,202,0,1
2025-04-01,Philadelphia 76ers,13.5,New York Knicks,219.0,640,-950,91,105,196,0,1
2025-04-01,Phoenix Suns,7.0,Milwaukee Bucks,225.5,250,-310,123,133,256,0,1
2025-04-01,Portland Trail Blazers,5.0,Atlanta Hawks,235.0,176,-210,127,113,240,1,0
2025-04-01,Golden State Warriors,-3.5,Memphis Grizzlies,239.0,-156,132,134,125,259,1,0
2025-04-01,Toronto Raptors,4.0,Chicago Bulls,237.5,144,-172,118,137,255,0,1
2025-04-01,Orlando Magic,-5.5,San Antonio Spurs,217.0,-225,188,116,105,221,1,0
2025-04-01,Minnesota Timberwolves,1.5,Denver Nuggets,228.5,100,-118,140,139,279,1,0
2025-04-02,Charlotte Hornets,15.0,Indiana Pacers,223.5,730,-1150,105,119,224,0,1
2025-04-02,Sacramento Kings,-13.5,Washington Wizards,232.0,-950,640,111,116,227,0,1
2025-04-02,New York Knicks,10.5,Cleveland Cavaliers,230.5,410,-520,105,124,229,0,1
2025-04-02,Miami Heat,10.5,Boston Celtics,211.5,385,-500,124,103,227,1,0
2025-04-02,Utah Jazz,15.5,Houston Rockets,227.5,750,-1200,105,143,248,0,1
2025-04-02,Atlanta Hawks,3.5,Dallas Mavericks,240.5,138,-164,118,120,238,0,1
2025-04-02,San Antonio Spurs,2.5,Denver Nuggets,229.0,110,-130,113,106,219,1,0
2025-04-02,Detroit Pistons,13.0,Oklahoma City Thunder,233.5,570,-820,103,119,222,0,1
2025-04-02,New Orleans Pelicans,18.5,LA Clippers,220.0,1200,-2500,98,114,212,0,1
2025-04-03,Milwaukee Bucks,-11.5,Philadelphia 76ers,228.0,-720,520,126,113,239,1,0
2025-04-03,Orlando Magic,-15.5,Washington Wizards,212.5,-1500,870,109,97,206,1,0
2025-04-03,Minnesota Timberwolves,-14.5,Brooklyn Nets,218.0,-1200,750,105,90,195,1,0
2025-04-03,Portland Trail Blazers,-5.0,Toronto Raptors,223.5,-205,172,112,103,215,1,0
2025-04-03,Memphis Grizzlies,-5.5,Miami Heat,226.0,-225,188,110,108,218,1,0
2025-04-03,Golden State Warriors,1.0,Los Angeles Lakers,230.0,-102,-116,123,116,239,1,0
2025-04-04,Sacramento Kings,-11.5,Charlotte Hornets,215.5,-620,460,125,102,227,1,0
2025-04-04,Utah Jazz,17.5,Indiana Pacers,239.0,1040,-2000,112,140,252,0,1
2025-04-04,Phoenix Suns,15.5,Boston Celtics,226.5,730,-1150,103,123,226,0,1
2025-04-04,Detroit Pistons,-10.5,Toronto Raptors,225.5,-500,385,117,105,222,1,0
2025-04-04,Oklahoma City Thunder,-6.0,Houston Rockets,227.0,-225,188,111,125,236,0,1
2025-04-04,Portland Trail Blazers,6.5,Chicago Bulls,233.0,210,-255,113,118,231,0,1
2025-04-04,Cleveland Cavaliers,-13.0,San Antonio Spurs,241.5,-720,520,114,113,227,1,0
2025-04-04,Denver Nuggets,3.0,Golden State Warriors,237.0,134,-158,104,118,222,0,1
2025-04-04,Dallas Mavericks,12.0,LA Clippers,225.0,500,-700,91,114,205,0,1
2025-04-04,New Orleans Pelicans,15.5,Los Angeles Lakers,223.0,830,-1400,108,124,232,0,1
2025-04-05,New York Knicks,-1.0,Atlanta Hawks,235.5,-118,100,121,105,226,1,0
2025-04-05,Memphis Grizzlies,-1.0,Detroit Pistons,238.5,-116,-102,109,103,212,1,0
2025-04-05,Minnesota Timberwolves,-16.5,Philadelphia 76ers,224.5,-1500,870,114,109,223,1,0
2025-04-05,Milwaukee Bucks,1.0,Miami Heat,209.5,-104,-112,121,115,236,1,0
2025-04-05,Dallas Mavericks,9.5,LA Clippers,221.0,320,-405,104,135,239,0,1
2025-04-06,Chicago Bulls,-8.5,Charlotte Hornets,230.5,-350,280,131,117,248,1,0
2025-04-06,Los Angeles Lakers,9.0,Oklahoma City Thunder,230.5,290,-360,126,99,225,1,0
2025-04-06,Toronto Raptors,-2.5,Brooklyn Nets,217.0,-138,118,120,109,229,1,0
2025-04-06,Washington Wizards,19.0,Boston Celtics,227.5,1100,-2200,90,124,214,0,1
2025-04-06,Utah Jazz,13.5,Atlanta Hawks,244.5,590,-850,134,147,281,0,1
2025-04-06,Sacramento Kings,9.5,Cleveland Cavaliers,238.0,315,-400,120,113,233,1,0
2025-04-06,San Antonio Spurs,3.5,Portland Trail Blazers,224.5,136,-162,109,120,229,0,1
2025-04-06,Phoenix Suns,10.0,New York Knicks,225.5,360,-460,98,112,210,0,1
2025-04-06,Indiana Pacers,5.5,Denver Nuggets,238.0,198,-240,125,120,245,1,0
2025-04-06,Milwaukee Bucks,-6.0,New Orleans Pelicans,218.0,-230,190,111,107,218,1,0
2025-04-06,Houston Rockets,5.5,Golden State Warriors,225.5,184,-220,106,96,202,1,0
2025-04-07,Sacramento Kings,5.0,Detroit Pistons,231.0,168,-200,127,117,244,1,0
2025-04-07,Philadelphia 76ers,11.5,Miami Heat,215.5,420,-560,105,117,222,0,1
2025-04-08,Washington Wizards,19.0,Indiana Pacers,235.5,1300,-3000,98,104,202,0,1
2025-04-08,Chicago Bulls,15.0,Cleveland Cavaliers,240.0,700,-1100,113,135,248,0,1
2025-04-08,Memphis Grizzlies,-14.5,Charlotte Hornets,231.5,-1150,730,124,100,224,1,0
2025-04-08,Atlanta Hawks,5.0,Orlando Magic,225.5,172,-205,112,119,231,0,1
2025-04-08,New Orleans Pelicans,1.0,Brooklyn Nets,214.0,-104,-112,114,119,233,0,1
2025-04-08,Boston Celtics,-2.5,New York Knicks,224.5,-142,120,119,117,236,1,0
2025-04-08,Minnesota Timberwolves,-6.0,Milwaukee Bucks,222.5,-220,184,103,110,213,0,1
2025-04-08,Los Angeles Lakers,9.5,Oklahoma City Thunder,230.5,300,-375,120,136,256,0,1
2025-04-08,Golden State Warriors,-10.0,Phoenix Suns,227.5,-430,340,133,95,228,1,0
2025-04-08,San Antonio Spurs,12.5,LA Clippers,229.0,540,-770,117,122,239,0,1
2025-04-09,Philadelphia 76ers,-3.0,Washington Wizards,224.5,-154,130,122,103,225,1,0
2025-04-09,Boston Celtics,8.0,Orlando Magic,206.0,265,-330,76,96,172,0,1
2025-04-09,Charlotte Hornets,11.5,Toronto Raptors,220.5,430,-590,96,126,222,0,1
2025-04-09,Los Angeles Lakers,-4.5,Dallas Mavericks,226.0,-194,162,112,97,209,1,0
2025-04-09,Miami Heat,-2.0,Chicago Bulls,227.5,-130,110,111,119,230,0,1
2025-04-09,Portland Trail Blazers,-7.0,Utah Jazz,230.0,-290,235,126,133,259,0,1
2025-04-09,Oklahoma City Thunder,-7.0,Phoenix Suns,228.5,-270,220,125,112,237,1,0
2025-04-09,Denver Nuggets,-4.5,Sacramento Kings,234.5,-188,156,124,116,240,1,0
2025-04-09,San Antonio Spurs,17.5,Golden State Warriors,234.0,980,-1800,114,111,225,1,0
2025-04-09,Houston Rockets,10.5,LA Clippers,220.5,400,-520,117,134,251,0,1
2025-04-10,New York Knicks,3.5,Detroit Pistons,229.0,136,-162,106,115,221,0,1
2025-04-10,Cleveland Cavaliers,10.0,Indiana Pacers,234.5,350,-450,112,114,226,0,1
2025-04-10,Atlanta Hawks,-13.5,Brooklyn Nets,234.5,-850,590,133,109,242,1,0
2025-04-10,New Orleans Pelicans,16.5,Milwaukee Bucks,224.0,810,-1400,111,136,247,0,1
2025-04-10,Minnesota Timberwolves,-2.0,Memphis Grizzlies,230.0,-138,118,141,125,266,1,0
2025-04-11,Atlanta Hawks,-11.5,Philadelphia 76ers,240.0,-650,480,124,110,234,1,0
2025-04-11,Orlando Magic,3.5,Indiana Pacers,213.0,146,-174,129,115,244,1,0
2025-04-11,Milwaukee Bucks,4.5,Detroit Pistons,229.5,146,-174,125,119,244,1,0
2025-04-11,Charlotte Hornets,20.5,Boston Celtics,215.0,1400,-3500,94,130,224,0,1
2025-04-11,Cleveland Cavaliers,4.0,New York Knicks,222.5,136,-162,108,102,210,1,0
2025-04-11,Washington Wizards,13.5,Chicago Bulls,236.5,570,-820,89,119,208,0,1
2025-04-11,Miami Heat,-15.0,New Orleans Pelicans,214.5,-1150,730,153,104,257,1,0
2025-04-11,Toronto Raptors,11.0,Dallas Mavericks,224.5,440,-590,102,124,226,0,1
2025-04-11,Memphis Grizzlies,7.0,Denver Nuggets,245.5,235,-290,109,117,226,0,1
2025-04-11,Brooklyn Nets,21.0,Minnesota Timberwolves,219.5,1600,-4500,91,117,208,0,1
2025-04-11,Oklahoma City Thunder,-9.0,Utah Jazz,234.5,-400,315,145,111,256,1,0
2025-04-11,Golden State Warriors,-15.5,Portland Trail Blazers,221.0,-1350,810,103,86,189,1,0
2025-04-11,LA Clippers,-7.0,Sacramento Kings,224.5,-270,220,101,100,201,1,0
2025-04-11,San Antonio Spurs,5.0,Phoenix Suns,232.0,168,-200,98,117,215,0,1
2025-04-11,Houston Rockets,14.0,Los Angeles Lakers,228.5,660,-1000,109,140,249,0,1
2025-04-13,Orlando Magic,-3.5,Atlanta Hawks,215.5,-178,150,105,117,222,0,1
2025-04-13,Chicago Bulls,-7.5,Philadelphia 76ers,237.5,-290,235,122,102,224,1,0
2025-04-13,New York Knicks,-5.0,Brooklyn Nets,210.5,-200,168,113,105,218,1,0
2025-04-13,Charlotte Hornets,10.5,Boston Celtics,209.0,380,-490,86,93,179,0,1
2025-04-13,Washington Wizards,8.5,Miami Heat,215.5,280,-350,119,118,237,1,0
2025-04-13,Detroit Pistons,-9.5,Milwaukee Bucks,221.5,-400,315,133,140,273,0,1
2025-04-13,Indiana Pacers,-7.0,Cleveland Cavaliers,226.5,-270,220,126,118,244,1,0
2025-04-13,Oklahoma City Thunder,-13.0,New Orleans Pelicans,230.5,-720,520,115,100,215,1,0
2025-04-13,Los Angeles Lakers,6.0,Portland Trail Blazers,216.5,194,-230,81,109,190,0,1
2025-04-13,Utah Jazz,23.0,Minnesota Timberwolves,234.5,1600,-4500,105,116,221,0,1
2025-04-13,Phoenix Suns,14.0,Sacramento Kings,222.5,570,-820,98,109,207,0,1
2025-04-13,Denver Nuggets,-6.0,Houston Rockets,234.5,-240,194,126,111,237,1,0
2025-04-13,LA Clippers,3.5,Golden State Warriors,218.0,140,-166,124,119,243,1,0
2025-04-13,Dallas Mavericks,-1.5,Memphis Grizzlies,228.5,-132,104,97,132,229,0,1
2025-04-13,Toronto Raptors,4.5,San Antonio Spurs,232.5,162,-194,118,125,243,0,1
2025-04-15,Atlanta Hawks,6.0,Orlando Magic,220.5,194,-235,95,120,215,0,1
2025-04-15,Memphis Grizzlies,6.5,Golden State Warriors,226.5,210,-255,116,121,237,0,1
2025-04-16,Miami Heat,2.0,Chicago Bulls,220.0,108,-126,109,90,199,1,0
2025-04-16,Dallas Mavericks,6.0,Sacramento Kings,213.5,190,-230,120,106,226,1,0
2025-04-18,Miami Heat,-1.5,Atlanta Hawks,220.5,-136,106,123,114,237,1,0
2025-04-18,Dallas Mavericks,6.0,Memphis Grizzlies,222.0,194,-235,106,120,226,0,1
2025-04-19,Milwaukee Bucks,6.0,Indiana Pacers,228.0,205,-250,98,117,215,0,1
2025-04-19,LA Clippers,3.0,Denver Nuggets,225.0,130,-154,110,112,222,0,1
2025-04-19,Detroit Pistons,7.5,New York Knicks,219.5,215,-290,112,123,235,0,1
2025-04-19,Minnesota Timberwolves,4.5,Los Angeles Lakers,215.5,172,-205,117,95,212,1,0
2025-04-20,Memphis Grizzlies,13.0,Oklahoma City Thunder,232.0,610,-900,80,131,211,0,1
2025-04-20,Orlando Magic,12.0,Boston Celtics,205.0,530,-750,86,103,189,0,1
2025-04-20,Miami Heat,12.5,Cleveland Cavaliers,216.0,540,-770,100,121,221,0,1
2025-04-20,Golden State Warriors,1.5,Houston Rockets,213.0,110,-130,95,85,180,1,0
2025-04-21,Detroit Pistons,6.5,New York Knicks,221.5,215,-260,100,94,194,1,0
2025-04-21,LA Clippers,-1.0,Denver Nuggets,217.0,-110,-106,105,102,207,1,0
2025-04-22,Milwaukee Bucks,4.0,Indiana Pacers,229.0,148,-176,115,123,238,0,1
2025-04-22,Memphis Grizzlies,14.5,Oklahoma City Thunder,230.5,600,-1100,99,118,217,0,1
2025-04-22,Minnesota Timberwolves,6.0,Los Angeles Lakers,211.5,210,-255,85,94,179,0,1
2025-04-23,Orlando Magic,10.0,Boston Celtics,196.5,385,-500,100,109,209,0,1
2025-04-23,Miami Heat,12.0,Cleveland Cavaliers,213.5,480,-650,112,121,233,0,1
2025-04-23,Golden State Warriors,3.5,Houston Rockets,204.0,146,-174,94,109,203,0,1
2025-04-24,New York Knicks,-1.5,Detroit Pistons,216.5,-130,110,118,116,234,1,0
2025-04-24,Oklahoma City Thunder,-10.0,Memphis Grizzlies,230.5,-460,360,114,108,222,1,0
2025-04-24,Denver Nuggets,5.5,LA Clippers,213.5,194,-235,83,117,200,0,1
2025-04-25,Boston Celtics,-6.0,Orlando Magic,200.5,-230,190,93,95,188,0,1
2025-04-25,Indiana Pacers,5.0,Milwaukee Bucks,229.5,172,-205,101,117,218,0,1
2025-04-25,Los Angeles Lakers,4.0,Minnesota Timberwolves,207.5,152,-180,104,116,220,0,1
2025-04-26,Cleveland Cavaliers,-5.0,Miami Heat,211.5,-188,158,124,87,211,1,0
2025-04-26,Oklahoma City Thunder,-16.0,Memphis Grizzlies,224.0,-1350,810,117,115,232,1,0
2025-04-26,Denver Nuggets,6.5,LA Clippers,211.5,210,-255,101,99,200,1,0
2025-04-26,Houston Rockets,2.0,Golden State Warriors,205.0,114,-134,93,104,197,0,1
2025-04-27,New York Knicks,2.5,Detroit Pistons,216.5,116,-136,94,93,187,1,0
2025-04-27,Los Angeles Lakers,2.5,Minnesota Timberwolves,209.0,116,-136,113,116,229,0,1
2025-04-27,Boston Celtics,-7.5,Orlando Magic,199.0,-320,260,107,98,205,1,0
2025-04-27,Indiana Pacers,4.0,Milwaukee Bucks,226.5,154,-184,129,103,232,1,0
2025-04-28,Cleveland Cavaliers,-8.5,Miami Heat,212.0,-390,310,138,83,221,1,0
2025-04-28,Houston Rockets,3.5,Golden State Warriors,203.5,140,-166,106,109,215,0,1
2025-04-29,Milwaukee Bucks,7.5,Indiana Pacers,222.0,275,-340,118,119,237,0,1
2025-04-29,Detroit Pistons,5.5,New York Knicks,215.5,180,-215,106,103,209,1,0
2025-04-29,Orlando Magic,11.5,Boston Celtics,199.5,500,-700,89,120,209,0,1
2025-04-29,LA Clippers,-2.0,Denver Nuggets,210.0,-130,110,115,131,246,0,1
2025-04-30,Golden State Warriors,4.5,Houston Rockets,203.0,156,-186,116,131,247,0,1
2025-04-30,Minnesota Timberwolves,6.0,Los Angeles Lakers,210.5,215,-260,103,96,199,1,0
2025-05-01,New York Knicks,1.5,Detroit Pistons,213.0,100,-118,116,113,229,1,0
2025-05-01,Denver Nuggets,6.0,LA Clippers,213.0,225,-275,105,111,216,0,1
2025-05-02,Houston Rockets,5.5,Golden State Warriors,208.0,198,-240,115,107,222,1,0
2025-05-03,LA Clippers,1.5,Denver Nuggets,207.0,108,-126,101,120,221,0,1
2025-05-04,Indiana Pacers,8.5,Cleveland Cavaliers,229.0,295,-370,121,112,233,1,0
2025-05-04,Golden State Warriors,2.5,Houston Rockets,206.0,114,-134,103,89,192,1,0
2025-05-05,New York Knicks,8.5,Boston Celtics,213.0,310,-390,108,105,213,1,0
2025-05-05,Denver Nuggets,10.5,Oklahoma City Thunder,229.5,360,-460,121,119,240,1,0
2025-05-06,Indiana Pacers,5.5,Cleveland Cavaliers,227.5,198,-240,120,119,239,1,0
2025-05-06,Golden State Warriors,6.0,Minnesota Timberwolves,210.0,194,-235,99,88,187,1,0
2025-05-07,New York Knicks,10.5,Boston Celtics,211.0,385,-500,91,90,181,1,0
2025-05-07,Denver Nuggets,10.5,Oklahoma City Thunder,229.5,300,-430,106,149,255,0,1
2025-05-08,Golden State Warriors,11.0,Minnesota Timberwolves,202.0,420,-560,93,117,210,0,1
2025-05-09,Cleveland Cavaliers,-5.5,Indiana Pacers,232.0,-210,176,126,104,230,1,0
2025-05-09,Oklahoma City Thunder,-6.5,Denver Nuggets,232.0,-255,210,104,113,217,0,1
2025-05-10,Boston Celtics,-6.5,New York Knicks,210.5,-320,235,115,93,208,1,0
2025-05-10,Minnesota Timberwolves,-5.5,Golden State Warriors,201.5,-225,188,102,97,199,1,0
2025-05-11,Oklahoma City Thunder,-7.0,Denver Nuggets,228.0,-280,225,92,87,179,1,0
2025-05-11,Cleveland Cavaliers,-5.5,Indiana Pacers,230.5,-225,188,109,129,238,0,1
2025-05-12,Boston Celtics,-5.5,New York Knicks,208.5,-240,198,113,121,234,0,1
2025-05-12,Minnesota Timberwolves,-4.5,Golden State Warriors,201.5,-205,172,117,110,227,1,0
2025-05-13,Indiana Pacers,8.5,Cleveland Cavaliers,230.0,275,-340,114,105,219,1,0
2025-05-13,Denver Nuggets,10.5,Oklahoma City Thunder,222.5,450,-720,105,112,217,0,1
2025-05-14,New York Knicks,5.0,Boston Celtics,207.5,172,-205,102,127,229,0,1
2025-05-14,Golden State Warriors,9.5,Minnesota Timberwolves,203.5,350,-450,110,121,231,0,1
2025-05-15,Oklahoma City Thunder,-5.0,Denver Nuggets,218.5,-210,176,107,119,226,0,1
2025-05-16,Boston Celtics,3.0,New York Knicks,210.5,126,-148,81,119,200,0,1
2025-05-18,Denver Nuggets,8.5,Oklahoma City Thunder,214.0,270,-335,93,125,218,0,1
2025-05-20,Minnesota Timberwolves,7.0,Oklahoma City Thunder,219.5,240,-295,88,114,202,0,1
2025-05-21,Indiana Pacers,4.5,New York Knicks,221.5,158,-188,138,135,273,1,0
2025-05-22,Minnesota Timberwolves,8.0,Oklahoma City Thunder,217.5,270,-335,103,118,221,0,1
2025-05-23,Indiana Pacers,6.0,New York Knicks,223.5,210,-255,114,109,223,1,0
2025-05-24,Oklahoma City Thunder,-3.0,Minnesota Timberwolves,217.0,-144,124,101,143,244,0,1
2025-05-25,New York Knicks,1.5,Indiana Pacers,223.5,102,-120,106,100,206,1,0
2025-05-26,Oklahoma City Thunder,-3.0,Minnesota Timberwolves,219.0,-154,130,128,126,254,1,0
2025-05-27,New York Knicks,3.0,Indiana Pacers,219.0,132,-156,121,130,251,0,1
2025-05-28,Minnesota Timberwolves,9.0,Oklahoma City Thunder,222.0,300,-375,94,124,218,0,1
2025-05-29,Indiana Pacers,4.5,New York Knicks,222.5,164,-196,94,111,205,0,1
2025-05-31,New York Knicks,4.0,Indiana Pacers,222.5,150,-178,108,125,233,0,1
2025-06-05,Indiana Pacers,10.0,Oklahoma City Thunder,229.5,385,-500,111,110,221,1,0
2025-06-08,Indiana Pacers,11.5,Oklahoma City Thunder,231.5,420,-650,107,123,230,0,1
2025-06-11,Oklahoma City Thunder,-5.5,Indiana Pacers,226.0,-220,184,107,116,223,0,1
2025-06-13,Oklahoma City Thunder,-6.5,Indiana Pacers,228.5,-280,210,111,104,215,1,0
2025-06-16,Indiana Pacers,9.0,Oklahoma City Thunder,222.5,285,-355,109,120,229,0,1
2025-06-19,Oklahoma City Thunder,-5.5,Indiana Pacers,223.0,-220,184,91,108,199,0,1
2025-06-22,Indiana Pacers,6.5,Oklahoma City Thunder,215.5,210,-255,91,103,194,0,1
